DispositionScore,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
1.0,4.164384505,2.16e-06,-2.16e-06,171.087935,0.000391,-0.000391,0.59,0.056,-0.429,1.8464,0.028,-0.028,2340.0,20.8,-20.8,2.54,0.19,-0.21,590.0,28.75,7.06,-6.62,132.1,1.0,3808.0,76.0,-84.0,4.754,0.036,-0.036,0.508,0.037,-0.042,298.25812,47.604939,14.752,1,2
0.0,0.676715927,2.12e-06,-2.12e-06,131.7606,0.00263,-0.00263,0.652,0.048,-0.48,0.63,0.106,-0.106,265.0,24.5,-24.5,1.29,0.18,-0.13,1735.0,2135.8,1069.3,-627.68,14.5,1.0,5334.0,204.0,-185.0,4.56,0.075,-0.075,0.733,0.1,-0.072,294.34518,39.683929,15.713,0,0
1.0,4.194496867,5.59e-06,-5.59e-06,134.13511,0.00114,-0.00114,0.863,0.005,-0.625,1.7807,0.0343,-0.0343,661.0,17.1,-17.1,1.57,0.09,-0.12,577.0,26.2,5.71,-5.91,45.0,1.0,3706.0,73.0,-92.0,4.747,0.033,-0.033,0.522,0.032,-0.039,285.01309,40.220749,14.404,1,2
1.0,7.21203748,1.55e-05,-1.55e-05,172.81782,0.00163,-0.00163,0.012,0.394,-0.012,4.0491,0.058,-0.058,950.0,19.5,-19.5,3.32,1.09,-0.36,1025.0,260.58,252.7,-84.01,51.5,2.0,6214.0,174.0,-239.0,4.442,0.054,-0.216,1.076,0.353,-0.118,291.65353,38.494659,15.541,1,2
0.972,3.62657392,2.49e-05,-2.49e-05,133.57658,0.00617,-0.00617,0.306,0.154,-0.306,1.791,0.198,-0.198,98.5,11.3,-11.3,0.79,0.16,-0.07,1014.0,250.0,153.91,-64.5,10.7,1.0,5416.0,161.0,-161.0,4.579,0.034,-0.136,0.8,0.159,-0.068,291.49585,42.47813,14.835,1,1
1.0,10.0100312,4.72e-05,-4.72e-05,131.61434,0.00383,-0.00383,0.07,0.374,-0.07,1.35,0.121,-0.121,376.0,37.3,-37.3,0.99,0.07,-0.11,506.0,15.56,4.29,-4.69,12.4,1.0,4338.0,117.0,-143.0,4.731,0.065,-0.035,0.508,0.036,-0.054,297.05066,40.717419,15.318,1,1
0.702,367.0896,0.0228,-0.0228,178.6744,0.0422,-0.0422,1.242,72.99,-3.631,28.02,1.4,-1.4,2090.0,93.5,-93.5,35.3,12.3,-4.11,281.0,1.48,1.53,-0.5,27.7,1.0,6268.0,173.0,-260.0,4.429,0.058,-0.232,1.1,0.384,-0.128,287.86737,45.321289,15.267,1,1
0.976,7.55842923,8.6e-05,-8.6e-05,137.9981,0.0101,-0.0101,0.619,0.002,-0.492,2.91,0.285,-0.285,361.0,39.1,-39.1,1.46,0.11,-0.11,694.0,54.85,16.15,-13.19,10.3,2.0,4791.0,143.0,-129.0,4.577,0.045,-0.036,0.742,0.054,-0.059,292.03348,37.974548,15.958,1,1
0.0,85.5692223,0.000689,-0.000689,188.06607,0.00664,-0.00664,0.98,4.972,-0.138,4.954,0.352,-0.352,539.0,34.7,-34.7,6.85,3.2,-3.91,536.0,19.51,28.6,-16.35,18.2,1.0,5361.0,185.0,-167.0,3.856,0.658,-0.282,1.951,0.912,-1.114,294.7627,49.430069,13.982,0,0
0.001,1.228721184,2.28e-06,-2.28e-06,133.49967,0.00162,-0.00162,0.208,0.262,-0.208,1.041,0.0529,-0.0529,466.0,21.7,-21.7,1.62,0.12,-0.15,1324.0,728.99,217.0,-190.2,26.4,1.0,4897.0,148.0,-133.0,4.542,0.072,-0.039,0.764,0.056,-0.07,291.85318,45.11092,15.76,0,0
0.999,2.032319072,5.33e-06,-5.33e-06,132.32157,0.00239,-0.00239,0.133,0.332,-0.133,1.6762,0.069,-0.069,316.0,14.9,-14.9,1.87,0.61,-0.2,1542.0,1333.35,1277.72,-427.18,24.5,1.0,6156.0,171.0,-236.0,4.443,0.054,-0.216,1.05,0.341,-0.114,289.18668,50.937561,15.298,1,2
0.988,64.6589166,0.000898,-0.000898,170.17972,0.00983,-0.00983,0.083,0.376,-0.083,7.71,0.291,-0.291,235.0,19.6,-19.6,2.12,0.35,-0.42,535.0,19.39,8.13,-7.7,13.9,1.0,5821.0,69.0,-87.0,4.172,0.162,-0.108,1.395,0.228,-0.279,293.97394,45.3507,14.694,1,2
1.0,1.311842968,2.02e-06,-2.02e-06,133.11058,0.00124,-0.00124,0.121,0.313,-0.121,1.7876,0.0412,-0.0412,245.0,6.5,-6.5,1.43,0.19,-0.1,1562.0,1410.6,544.1,-287.86,44.2,2.0,5569.0,111.0,-111.0,4.474,0.059,-0.11,0.927,0.122,-0.066,290.67313,38.69101,13.597,1,2
1.0,52.6615266,0.000136,-0.000136,183.52054,0.00214,-0.00214,0.682,0.036,-0.488,3.1592,0.0745,-0.0745,1080.0,29.3,-29.3,1.87,0.11,-0.12,271.0,1.28,0.26,-0.25,38.4,2.0,3984.0,71.0,-86.0,4.72,0.03,-0.03,0.539,0.031,-0.035,288.49582,51.08194,14.258,1,2
0.999,15.45805668,3.09e-06,-3.09e-06,173.782454,0.000158,-0.000158,0.05,0.035,-0.05,8.79536,0.00595,-0.00595,4250.0,4.6,-4.6,9.11,1.51,-1.84,871.0,136.4,62.54,-56.23,1055.9,1.0,5868.0,105.0,-117.0,4.169,0.176,-0.108,1.407,0.233,-0.284,290.44928,39.854801,13.398,0,2
0.0,27.36432337,8.44e-05,-8.44e-05,143.46464,0.00272,-0.00272,1.273,69.31,-3.745,3.545,0.102,-0.102,2280.0,64.7,-64.7,39.49,12.5,-4.17,659.0,44.5,42.88,-14.52,42.3,1.0,6167.0,194.0,-259.0,4.428,0.052,-0.208,1.107,0.351,-0.117,299.18491,40.484371,15.244,0,0
1.0,119.0207044,0.000118,-0.000118,222.236492,0.000704,-0.000704,0.076,0.173,-0.076,8.1405,0.0382,-0.0382,7430.0,38.4,-38.4,8.98,1.23,-1.35,366.0,4.25,1.58,-1.34,223.5,1.0,5453.0,81.0,-73.0,4.342,0.144,-0.108,1.062,0.146,-0.16,291.58377,42.36816,15.085,1,1
0.67,0.76757669,1.15e-07,-1.15e-07,131.819082,0.000121,-0.000121,0.821,0.087,-0.017,2.04757,0.00578,-0.00578,158000.0,241.0,-241.0,34.23,2.73,-2.73,1530.0,1294.42,406.05,-312.74,431.3,1.0,5182.0,157.0,-141.0,4.635,0.066,-0.039,0.627,0.05,-0.05,284.12561,44.550571,14.952,0,0
0.0,1.89114441,3.33e-05,-3.33e-05,132.7545,0.0164,-0.0164,1.088,0.264,-0.094,8.724,0.852,-0.852,49.9,3.7,-3.7,6.57,0.47,-0.58,932.0,177.97,52.12,-46.84,16.7,1.0,4267.0,128.0,-128.0,4.637,0.049,-0.021,0.627,0.045,-0.055,290.29175,37.981079,13.814,0,0
0.981,11.8061737,0.000152,-0.000152,138.2641,0.0107,-0.0107,0.905,0.059,-0.711,4.472,0.261,-0.261,88.1,9.4,-9.4,2.87,0.58,-0.94,1407.0,926.72,558.94,-554.52,10.1,2.0,6900.0,184.0,-204.0,3.843,0.259,-0.111,2.599,0.523,-0.85,281.97125,43.672771,12.082,1,1
0.191,5.99321872,9.47e-05,-9.47e-05,133.6359,0.0144,-0.0144,0.02,0.422,-0.02,3.92,0.283,-0.283,203.0,24.7,-24.7,1.23,0.36,-0.12,952.0,194.41,166.62,-56.69,9.5,1.0,5853.0,162.0,-203.0,4.544,0.048,-0.192,0.868,0.252,-0.084,296.52655,39.49091,15.512,0,0
0.0,0.758354475,1.01e-07,-1.01e-07,132.623984,0.00014,-0.00014,0.279,0.004,-0.004,4.56811,0.00554,-0.00554,582000.0,489.0,-489.0,149.44,44.0,-40.0,3123.0,22401.95,19531.92,-12370.48,1560.5,1.0,7131.0,200.0,-314.0,4.084,0.18,-0.18,1.83,0.539,-0.49,298.89954,43.395641,16.975,0,0
0.991,9.76293284,4.68e-05,-4.68e-05,139.15802,0.0036,-0.0036,0.499,0.005,-0.462,3.064,0.116,-0.116,553.0,27.1,-27.1,1.94,0.18,-0.23,703.0,57.59,20.18,-17.77,23.6,1.0,5052.0,151.0,-151.0,4.503,0.088,-0.072,0.816,0.078,-0.095,300.61969,45.788921,15.246,1,1
0.0,0.687004402,3.11e-06,-3.11e-06,131.86316,0.00378,-0.00378,0.689,0.061,-0.429,3.829,0.163,-0.163,93.7,2.8,-2.8,2.89,0.56,-1.67,3535.0,36888.8,23120.69,-31195.46,45.0,3.0,6240.0,212.0,-212.0,3.684,0.629,-0.111,2.803,0.541,-1.623,299.62277,45.364079,13.316,0,0
0.992,41.19725502,9.35e-05,-9.35e-05,165.00404,0.00171,-0.00171,0.045,0.337,-0.045,4.6297,0.0633,-0.0633,2210.0,45.5,-45.5,3.86,0.15,-0.33,439.0,8.76,1.27,-1.9,51.2,2.0,5031.0,75.0,-83.0,4.485,0.083,-0.028,0.848,0.033,-0.072,286.99948,48.37579,15.841,1,2
0.0,1.1910489,1.19e-06,-1.19e-06,132.076408,0.000819,-0.000819,1.257,16.47,-0.272,1.3738,0.0476,-0.0476,1390.0,36.8,-36.8,22.76,2.4,-2.2,1348.0,781.99,294.43,-210.35,46.1,1.0,5089.0,154.0,-138.0,4.58,0.078,-0.045,0.693,0.073,-0.067,292.922,38.670292,15.637,0,0
0.994,7.40985182,2.89e-05,-2.89e-05,138.18222,0.00304,-0.00304,0.234,0.221,-0.234,1.131,0.103,-0.103,201.0,19.3,-19.3,1.18,0.26,-0.09,818.0,105.91,72.13,-26.31,13.5,1.0,5462.0,163.0,-163.0,4.56,0.028,-0.161,0.836,0.186,-0.066,285.7485,44.632462,14.449,1,1
1.0,9.3789167,2.17e-05,-2.17e-05,176.45197,0.00188,-0.00188,0.671,0.241,-0.437,3.3427,0.0617,-0.0617,564.0,15.1,-15.1,2.03,0.41,-0.27,803.0,98.22,61.04,-32.93,42.6,1.0,5684.0,170.0,-170.0,4.493,0.112,-0.138,0.808,0.162,-0.108,286.9639,37.829708,14.72,1,2
1.0,0.582895412,2.6e-07,-2.6e-07,131.621083,0.000375,-0.000375,1.011,0.191,-0.039,1.0528,0.0261,-0.0261,588.0,9.1,-9.1,5.87,1.74,-0.74,2347.0,7152.6,6218.02,-2442.0,87.0,1.0,6263.0,169.0,-225.0,4.46,0.065,-0.208,1.009,0.299,-0.128,294.61252,47.343262,14.972,1,1
0.0,7.21636091,1.72e-05,-1.72e-05,133.88924,0.00199,-0.00199,0.017,0.88,-0.017,2.218,0.401,-0.401,385.0,21.3,-21.3,18.03,0.96,-4.07,2146.0,5009.17,720.23,-2367.61,37.2,1.0,5029.0,39.0,-159.0,2.909,0.035,-0.039,9.476,0.503,-2.138,299.30551,41.263519,10.916,0,0
1.0,5.715425977,7.78e-06,-7.78e-06,174.87931,0.0011,-0.0011,0.348,0.098,-0.347,2.5242,0.0418,-0.0418,908.0,17.4,-17.4,2.47,0.37,-0.17,850.0,123.03,60.12,-28.62,59.4,1.0,5237.0,157.0,-157.0,4.572,0.028,-0.112,0.826,0.124,-0.057,285.11047,42.033958,15.086,1,2
0.935,33.8845825,0.000386,-0.000386,159.98819,0.00848,-0.00848,0.961,0.031,-0.684,6.538,0.191,-0.191,224.0,14.1,-14.1,1.74,0.4,-0.24,533.0,19.13,13.04,-6.28,17.2,3.0,5607.0,152.0,-152.0,4.447,0.112,-0.168,0.886,0.203,-0.119,285.34583,45.367779,14.447,1,2
0.98,8.47484677,7.2e-05,-7.2e-05,138.47733,0.00752,-0.00752,0.872,0.032,-0.598,2.067,0.209,-0.209,218.0,26.3,-26.3,1.35,0.28,-0.11,780.0,87.55,53.87,-21.34,9.7,1.0,5564.0,150.0,-150.0,4.587,0.032,-0.128,0.785,0.161,-0.064,292.30338,43.98381,15.381,1,1
1.0,2.465024332,5.41e-06,-5.41e-06,132.68122,0.00177,-0.00177,0.548,0.013,-0.464,1.262,0.0584,-0.0584,30.7,1.6,-1.6,0.69,0.03,-0.04,1561.0,1406.11,239.86,-212.65,23.2,1.0,6139.0,82.0,-82.0,4.291,0.033,-0.027,1.194,0.064,-0.064,284.78619,48.423229,8.769,1,2
0.0,0.531106622,1.69e-07,-1.69e-07,131.906467,0.000268,-0.000268,0.94,0.008,-0.009,3.0293,0.0242,-0.0242,5130.0,29.3,-29.3,7.54,0.78,-0.78,1781.0,2371.49,883.99,-666.07,286.2,2.0,4978.0,151.0,-136.0,4.539,0.071,-0.065,0.762,0.079,-0.079,296.34622,50.390789,15.169,0,0
0.756,1.284241817,6.54e-06,-6.54e-06,132.65223,0.00447,-0.00447,0.029,0.426,-0.029,1.965,0.127,-0.127,167.0,15.3,-15.3,1.18,0.34,-0.11,1623.0,1643.57,1363.9,-464.82,13.3,1.0,5849.0,157.0,-192.0,4.517,0.046,-0.184,0.919,0.26,-0.087,298.17337,48.173611,15.674,1,1
0.998,35.9682692,0.00015,-0.00015,138.66885,0.00345,-0.00345,0.883,0.055,-0.595,2.839,0.108,-0.108,270.0,14.4,-14.4,2.95,0.49,-0.61,674.0,48.68,21.3,-19.51,21.0,1.0,5883.0,79.0,-79.0,4.149,0.176,-0.095,1.529,0.256,-0.313,292.80865,49.579441,13.848,1,2
0.23,118.314913,0.00336,-0.00336,215.6117,0.0177,-0.0177,0.522,0.465,-0.32,4.79,1.4,-1.4,216.0,46.0,-46.0,7.23,1.05,-3.16,786.0,90.09,46.16,-65.44,7.0,2.0,6190.0,223.0,-223.0,3.34,0.391,-0.069,4.763,0.694,-2.082,299.8363,40.88673,13.172,0,0
0.0,6.47173281,2.59e-05,-2.59e-05,136.35537,0.00448,-0.00448,0.267,0.072,-0.267,7.1964,0.077,-0.077,6470.0,80.0,-80.0,13.68,4.1,-4.09,1338.0,757.69,670.48,-439.52,94.5,1.0,6318.0,177.0,-243.0,4.079,0.258,-0.172,1.685,0.504,-0.504,296.69699,47.407627,14.35,0,0
0.0,5.860377067,4.87e-07,-4.87e-07,134.8440004,6.69e-05,-6.69e-05,0.526,0.004,-0.005,10.4634,0.00338,-0.00338,362000.0,132.0,-132.0,78.14,20.8,-15.1,1191.0,475.44,372.65,-201.8,3044.1,1.0,6267.0,170.0,-189.0,4.284,0.198,-0.18,1.158,0.308,-0.224,284.27853,44.594028,13.955,0,0
0.946,8.9772888,0.000145,-0.000145,133.44748,0.00961,-0.00961,0.702,0.269,-0.5,4.72,0.31,-0.31,97.5,10.0,-10.0,1.79,0.15,-0.13,1113.0,362.75,100.8,-72.55,10.3,4.0,5597.0,112.0,-101.0,3.963,0.054,-0.045,1.699,0.147,-0.123,297.91687,46.96513,14.6,1,1
0.0,0.933732791,7.52e-06,-7.52e-06,131.53707,0.00656,-0.00656,0.022,0.444,-0.022,3.056,0.199,-0.199,96.9,8.6,-8.6,0.9,0.27,-0.14,1773.0,2344.56,2123.67,-890.09,13.8,1.0,5496.0,182.0,-182.0,4.405,0.167,-0.222,0.927,0.272,-0.146,291.61646,48.775639,14.812,0,0
0.638,95.906433,0.00126,-0.00126,226.921,0.0107,-0.0107,0.576,0.009,-0.488,4.08,0.285,-0.285,836.0,80.8,-80.8,2.17,0.07,-0.12,288.0,1.63,0.2,-0.29,11.0,2.0,4620.0,73.0,-82.0,4.564,0.052,-0.014,0.736,0.021,-0.043,290.17502,52.220341,15.504,1,1
0.384,10.57910009,3.36e-05,-3.36e-05,141.07251,0.00275,-0.00275,0.404,0.052,-0.404,1.4553,0.0936,-0.0936,329.0,22.5,-22.5,2.03,0.61,-0.26,929.0,175.79,155.88,-63.12,17.9,1.0,6323.0,174.0,-261.0,4.418,0.062,-0.188,1.093,0.329,-0.141,291.12006,40.333988,14.572,1,1
0.999,49.5674085,0.000187,-0.000187,169.54227,0.00322,-0.00322,0.866,0.055,-0.599,4.002,0.0847,-0.0847,730.0,24.9,-24.9,2.91,0.38,-0.21,465.0,11.09,4.27,-2.27,31.2,3.0,5569.0,111.0,-111.0,4.474,0.059,-0.11,0.927,0.122,-0.066,290.67313,38.69101,13.597,1,2
0.0,1.831829703,2.68e-06,-2.68e-06,132.53923,0.00119,-0.00119,0.788,0.025,-0.015,7.289,0.111,-0.111,40500.0,554.0,-554.0,49.38,34.6,-34.5,2078.0,4410.65,9810.84,-4051.07,140.4,1.0,5269.0,147.0,-133.0,3.667,0.99,-0.33,2.183,1.527,-1.527,294.16028,38.767429,13.061,0,0
0.826,21.9711574,0.000604,-0.000604,137.6914,0.0214,-0.0214,0.119,0.328,-0.118,5.012,0.805,-0.805,178.0,25.9,-25.9,1.32,0.39,-0.17,649.0,41.86,37.75,-14.55,7.8,2.0,5763.0,182.0,-222.0,4.436,0.084,-0.196,0.997,0.295,-0.126,295.06631,44.162449,15.57,1,1
0.046,261.684363,0.00484,-0.00484,247.3986,0.013,-0.013,0.037,0.424,-0.037,3.892,0.555,-0.555,817.0,122.0,-122.0,1.46,0.1,-0.14,175.0,0.22,0.06,-0.06,8.3,1.0,4393.0,117.0,-143.0,4.713,0.059,-0.032,0.526,0.036,-0.05,291.67062,43.814461,14.864,0,0
0.992,13.6396648,0.00023,-0.00023,141.7301,0.0117,-0.0117,0.105,0.344,-0.105,5.425,0.3,-0.3,163.0,13.2,-13.2,1.1,0.11,-0.11,717.0,62.6,19.52,-15.52,13.3,3.0,5600.0,112.0,-100.0,4.455,0.102,-0.077,0.872,0.088,-0.088,284.67728,44.79768,15.204,1,2
0.0,17.79421914,2.17e-05,-2.17e-05,169.605214,0.000957,-0.000957,1.242,23.44,-0.13,4.1918,0.0453,-0.0453,1550.0,16.0,-16.0,25.27,5.49,-2.2,606.0,31.94,20.68,-8.06,111.5,1.0,5485.0,147.0,-147.0,4.574,0.034,-0.144,0.805,0.175,-0.07,288.02509,43.544579,14.427,0,0
1.0,94.886902,0.00122,-0.00122,214.82879,0.00659,-0.00659,0.982,40.04,-0.023,6.923,0.333,-0.333,642.0,29.6,-29.6,4.24,0.69,-0.56,429.0,7.99,3.62,-2.45,25.5,3.0,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,1,1
0.991,55.673582,0.000272,-0.000272,136.54906,0.00406,-0.00406,0.274,0.179,-0.274,3.778,0.118,-0.118,765.0,37.9,-37.9,2.19,0.1,-0.13,384.0,5.16,0.85,-0.85,22.7,1.0,4998.0,79.0,-79.0,4.53,0.056,-0.032,0.808,0.037,-0.046,290.28845,43.755322,15.061,1,2
0.0,7.01476115,4.22e-05,-4.22e-05,136.88345,0.00438,-0.00438,0.687,0.255,-0.457,3.945,0.201,-0.201,122.0,5.5,-5.5,1.02,0.27,-0.11,928.0,175.85,134.48,-51.37,27.5,1.0,5912.0,159.0,-159.0,4.501,0.075,-0.175,0.87,0.226,-0.097,296.8017,43.654259,13.601,0,0
1.0,10.68758211,1.41e-05,-1.41e-05,169.93115,0.00104,-0.00104,0.818,0.018,-0.561,3.3812,0.0415,-0.0415,778.0,10.8,-10.8,2.64,0.69,-0.29,780.0,87.41,66.99,-25.58,78.9,1.0,5788.0,155.0,-155.0,4.524,0.06,-0.18,0.848,0.221,-0.095,291.9519,43.074711,14.338,1,2
0.0,1.219324537,1.41e-06,-1.41e-06,131.94673,0.00121,-0.00121,0.489,0.034,-0.032,4.7501,0.0269,-0.0269,379000.0,1680.0,-1680.0,60.62,14.7,-7.9,1569.0,1432.21,1102.78,-479.51,241.0,1.0,5455.0,191.0,-172.0,4.458,0.104,-0.156,0.897,0.217,-0.117,293.76782,46.237591,16.4,0,0
0.986,14.7179342,0.000247,-0.000247,135.6498,0.0103,-0.0103,0.704,0.253,-0.49,5.844,0.334,-0.334,132.0,11.8,-11.8,1.25,0.42,-0.14,784.0,89.3,89.92,-27.76,12.7,1.0,6102.0,184.0,-202.0,4.449,0.056,-0.224,1.018,0.341,-0.114,295.09201,49.940079,14.654,1,1
0.217,614.39054,0.0169,-0.0169,332.5045,0.0208,-0.0208,0.11,0.356,-0.11,9.312,0.856,-0.856,289.0,34.3,-34.3,2.43,0.45,-0.44,269.0,1.24,0.58,-0.45,10.2,1.0,6228.0,74.0,-80.0,4.193,0.149,-0.122,1.427,0.262,-0.262,292.06931,41.042858,13.541,0,0
1.0,24.0884178,0.000176,-0.000176,134.42178,0.00504,-0.00504,0.376,0.069,-0.376,3.952,0.14,-0.14,387.0,20.1,-20.1,1.16,0.05,-0.06,386.0,5.26,1.0,-0.86,21.0,2.0,4213.0,84.0,-84.0,4.669,0.024,-0.022,0.598,0.029,-0.029,292.28607,40.913589,14.731,1,2
1.0,4.280963604,6.14e-06,-6.14e-06,171.89659,0.00115,-0.00115,0.424,0.112,-0.356,2.875,0.042,-0.042,751.0,14.1,-14.1,2.3,0.58,-0.19,1012.0,247.87,182.24,-63.32,61.8,1.0,5644.0,152.0,-169.0,4.564,0.032,-0.168,0.831,0.207,-0.069,294.26581,49.314091,15.356,1,2
0.0,0.93373718,1.2e-05,-1.2e-05,132.4634,0.0119,-0.0119,0.29,0.167,-0.29,2.582,0.321,-0.321,18.9,2.9,-2.9,0.48,0.14,-0.06,2097.0,4570.22,3788.06,-1414.86,8.4,1.0,6367.0,141.0,-188.0,4.419,0.062,-0.188,1.087,0.32,-0.128,292.15488,47.562019,13.685,0,0
1.0,53.3580444,0.000571,-0.000571,138.38498,0.00894,-0.00894,0.905,0.034,-0.655,6.812,0.184,-0.184,736.0,39.4,-39.4,3.41,0.45,-0.41,474.0,11.94,4.33,-3.18,19.7,1.0,5481.0,82.0,-74.0,4.369,0.121,-0.099,1.036,0.138,-0.124,291.55051,50.825611,15.114,1,1
0.0,7.346159047,5.66e-07,-5.66e-07,136.8912771,6.36e-05,-6.36e-05,0.945,0.03,-0.028,6.5974,0.00336,-0.00336,122000.0,46.0,-46.0,44.48,11.4,-3.79,835.0,114.57,88.79,-29.72,2541.2,1.0,5616.0,169.0,-169.0,4.574,0.042,-0.168,0.81,0.207,-0.069,299.2717,40.972389,15.63,0,0
0.866,0.589376952,6.48e-06,-6.48e-06,131.8694,0.0109,-0.0109,0.491,0.039,-0.446,1.71,0.252,-0.252,80.7,8.8,-8.8,0.93,0.14,-0.07,2162.0,5161.1,1987.54,-1003.97,11.4,3.0,5714.0,77.0,-77.0,4.428,0.063,-0.117,1.015,0.148,-0.079,295.81616,51.121738,15.367,1,1
1.0,125.4132302,0.00039,-0.00039,195.62605,0.00244,-0.00244,0.822,0.057,-0.553,2.3241,0.0833,-0.0833,1350.0,66.7,-66.7,3.14,0.08,-0.17,266.0,1.18,0.15,-0.19,22.6,1.0,4641.0,74.0,-83.0,4.557,0.049,-0.014,0.747,0.02,-0.04,283.34448,41.20174,14.073,1,2
0.933,2.0248205,1e-05,-1e-05,132.35465,0.00381,-0.00381,0.248,0.22,-0.248,2.55,0.118,-0.118,63.3,3.5,-3.5,1.01,0.17,-0.17,1625.0,1652.5,765.44,-595.79,20.2,3.0,5865.0,105.0,-117.0,4.266,0.137,-0.112,1.272,0.213,-0.213,290.23764,41.331379,13.598,1,2
0.0,367.95566,0.0142,-0.0142,236.4537,0.0269,-0.0269,0.957,0.001,-0.697,21.877,0.732,-0.732,1410.0,97.6,-97.6,3.62,0.3,-0.29,183.0,0.27,0.08,-0.07,13.7,1.0,4723.0,141.0,-127.0,4.611,0.036,-0.04,0.696,0.056,-0.056,294.78763,43.739021,15.964,0,0
0.691,2.879243323,1.19e-06,-1.19e-06,170.710636,0.000327,-0.000327,0.709,0.014,-0.014,2.6273,0.0269,-0.0269,48100.0,355.0,-355.0,21.02,6.13,-2.04,1244.0,565.39,471.15,-157.34,200.5,1.0,5941.0,142.0,-178.0,4.533,0.048,-0.204,0.885,0.258,-0.086,281.77554,47.59325,14.371,0,0
1.0,32.85862571,9.21e-05,-9.21e-05,133.51202,0.00232,-0.00232,0.955,0.017,-0.666,3.1483,0.0838,-0.0838,163.0,5.1,-5.1,2.31,0.15,-0.1,691.0,53.85,10.06,-7.41,36.4,1.0,5899.0,79.0,-79.0,4.135,0.027,-0.027,1.414,0.086,-0.065,284.23398,40.79454,10.77,1,1
0.0,5.26640614,1.69e-06,-1.69e-06,173.833637,0.000226,-0.000226,0.869,0.177,-0.078,3.6163,0.0197,-0.0197,59300.0,247.0,-247.0,38.05,5.76,-5.77,1163.0,431.87,183.32,-145.21,339.9,1.0,5916.0,107.0,-119.0,4.296,0.132,-0.108,1.175,0.178,-0.178,293.96606,42.837269,12.947,0,0
0.0,0.56256804,4.45e-06,-4.45e-06,131.72497,0.00803,-0.00803,0.692,0.263,-0.469,1.686,0.206,-0.206,4.5,0.5,-0.5,0.63,0.09,-0.28,5127.0,164220.08,114206.71,-127105.67,11.8,1.0,9005.0,595.0,-727.0,3.84,0.384,-0.096,2.773,0.404,-1.213,293.72,39.446449,9.121,0,0
1.0,1.260258822,6.75e-07,-6.75e-07,170.408984,0.000422,-0.000422,0.791,0.002,-0.54,1.8594,0.0181,-0.0181,1130.0,10.1,-10.1,3.57,0.94,-0.3,1569.0,1435.82,1145.82,-379.55,128.2,1.0,5550.0,166.0,-183.0,4.5,0.046,-0.184,0.954,0.252,-0.079,288.32791,47.381592,15.342,1,2
0.0,10.81916946,3.16e-07,-3.16e-07,132.9864665,2.38e-05,-2.38e-05,0.275,0.004,-0.001,5.50262,0.0008,-0.0008,437000.0,75.9,-75.9,67.76,20.5,-8.75,850.0,123.51,112.46,-40.61,5258.2,1.0,5955.0,179.0,-179.0,4.429,0.087,-0.203,0.991,0.3,-0.128,288.29306,42.057369,14.342,0,0
0.0,1.103971357,2.68e-06,-2.68e-06,354.58216,0.00172,-0.00172,0.52,0.006,-0.478,0.926,0.0818,-0.0818,318.0,21.3,-21.3,1.37,0.25,-0.11,1471.0,1109.79,652.85,-295.67,21.7,1.0,5409.0,185.0,-185.0,4.609,0.037,-0.112,0.746,0.133,-0.061,289.71466,47.34222,15.732,0,0
0.802,7.3138454,0.000687,-0.000687,137.561,0.118,-0.118,0.893,0.026,-0.61,2.273,0.266,-0.266,248.0,30.7,-30.7,2.73,0.74,-0.74,1263.0,601.53,482.81,-324.09,9.2,3.0,6486.0,181.0,-227.0,4.136,0.246,-0.164,1.485,0.402,-0.402,296.35944,41.574532,14.263,1,1
0.0,25.9518461,0.000166,-0.000166,154.88212,0.00592,-0.00592,1.22,6.652,-0.163,14.581,0.3,-0.3,1060.0,19.1,-19.1,22.32,3.73,-1.99,521.0,17.37,9.21,-4.44,65.8,1.0,5372.0,159.0,-143.0,4.584,0.03,-0.12,0.796,0.133,-0.071,293.71075,38.983608,14.576,0,0
